id,Title,Artist,Album,Duration,Media Type
3349,My Little Baby,The Flatfoot Shakers,Many Sides Of The Flatfoot Shakers,00:02:40,track
3350,No Jurning Back,The Flatfoot Shakers,Many Sides Of The Flatfoot Shakers,00:02:42,track
3351,Nursery Rhyme Baby,The Flatfoot Shakers,Let's Go To Planet Bop!,00:03:07,track
3352,Sentimental Fool,The Flatfoot Shakers,Many Sides Of The Flatfoot Shakers,00:03:00,track
3353,"Slow Down, Heartbreak Ahead",The Flatfoot Shakers,Let's Go To Planet Bop!,00:02:26,track
3354,Waiting For You,The Flatfoot Shakers,Many Sides Of The Flatfoot Shakers,00:03:14,track
3355,Wild Wild Wild,The Flatfoot Shakers,Let's Go To Planet Bop!,00:02:14,track
3356,Whenever your Ready,The Flatfoot Shakers,Flatfoot Shakers,00:03:30,track
3357,Yonder comes the devil,The Flatfoot Shakers,Flatfoot Shakers,00:03:21,track
3358,Monday Morning's Coming,Kieron Mcdonald,Island Girl,00:02:27,track
3359,Forbidden Room,Quatro,Unknown,00:03:31,track
3360,Neighbour Neighbour,The Graham Bond Organisation,Unknown,00:02:41,track
3361,Tammy,The Graham Bond Organisation,Unknown,00:02:51,track
3362,Wade in the Water,The Graham Bond Organisation,Unknown,00:02:42,track
3363,Epilogue,Impala,Night Full Of Sirens: Anthology '93-'97,00:03:59,track
3364,Hell Of A Woman,Impala,Night Full Of Sirens: Anthology '93-'97,00:01:47,track
3365,Stalkin',Impala,Night Full Of Sirens: Anthology '93-'97,00:03:13,track
3366,Jet Action Brunette,Impala,Night Full Of Sirens: Anthology '93-'97,00:02:22,track
3367,Night Full Of Sirens,Impala,Night Full Of Sirens: Anthology '93-'97,00:03:14,track
3368,Nothing More Than Murder,Impala,Night Full Of Sirens: Anthology '93-'97,00:03:41,track
3369,Penetration,Impala,Night Full Of Sirens: Anthology '93-'97,00:03:02,track
3370,Squad Car,Impala,Night Full Of Sirens: Anthology '93-'97,00:01:59,track
3371,The Hearse,Impala,Night Full Of Sirens: Anthology '93-'97,00:02:42,track
3372,Tomb Of The Tupelo Twin,Impala,Night Full Of Sirens: Anthology '93-'97,00:02:43,track
3373,Advice,Gutter Demons,"Misery, Madness & Murder Lullabies",00:03:26,track
3374,Firestarters,Gutter Demons,"Misery, Madness & Murder Lullabies",00:02:47,track
3375,Recherche,Gutter Demons,"Misery, Madness & Murder Lullabies",00:02:54,track
3376,House By The Cemetery,Gutter Demons,"Misery, Madness & Murder Lullabies",00:05:21,track
3377,Sunday,Gutter Demons,"Misery, Madness & Murder Lullabies",00:03:41,track
3378,Take A Trip To My Grave,Gutter Demons,"Misery, Madness & Murder Lullabies",00:03:06,track
3379,Children of The Damned,Gutter Demons,Room 2009,00:02:47,track
3380,Devil Horns,Gutter Demons,Room 2009,00:04:02,track
3381,Pauvre Martin,Gutter Demons,Room 2009,00:01:59,track
3382,Insomnia,Gutter Demons,Room 2009,00:03:33,track
3383,run away loco,Gutter Demons,Room 2009,00:02:23,track
3384,the funeral,Gutter Demons,Room 2009,00:02:24,track
3385,Nitrous Overload,Hypnotic IV,Go Baby Go!,00:02:16,track
3386,Ghost,Lunatics,Rockmachine,00:02:36,track
3387,Love House,Lunatics,Rockmachine,00:03:08,track
3388,Night Of The Devil,Lunatics,Rockmachine,00:02:53,track
3389,Spaceman,Lunatics,Rockmachine,00:02:58,track
3390,Soul Suckers,Lunatics,Rockmachine,00:03:08,track
3391,The Tunnel,Lunatics,Rockmachine,00:03:18,track
3392,Track13,Lunatics,Rockmachine,00:02:40,track
3393,Monkey Spy,The Kilaueas,Unknown,00:02:08,track
3394,Last of The Rock Stars,Elliott Murphy,Unknown,00:06:24,track
3395,Gimme Danger,Iggy and The Stooges,Unknown,00:03:33,track
3396,Walk On the Wild Side,Lou Reed,Unknown,00:04:14,track
3397,All The Young Dudes,Mott The Hoople,Unknown,00:03:33,track
3398,Looking For A Kiss,The New York Dolls,Unknown,00:03:18,track
3399,Tumbling Down,Steve Harley & Cockney Rebel,Unknown,00:06:33,track
3400,Venus in Furs,Nico and The Velvet Underground,Unknown,00:05:12,track
3401,Pills,The New York Dolls,New York Dolls,00:02:53,track
3402,Hips Don’t Lie,Robyn Adele Anderson,Unknown,00:03:52,track
3403,Rialto Stomp,The Dead Sea,Unknown,00:02:32,track
3404,God Like Me,King Dude,Unknown,00:03:14,track
3405,I Don't Write Love Songs Anymore,King Dude,Unknown,00:05:06,track
3406,Good and Bad (feat. Josephine Olivia),King Dude,Unknown,00:04:31,track
3407,Let it Burn,King Dude,Unknown,00:03:33,track
3408,Velvet Rope,King Dude,Unknown,00:05:01,track
3409,My Baby,Crocodylus,Unknown,00:02:36,track
3410,Misery,Odetta Hartman,Unknown,00:03:17,track
3411,Lil' Mama,The Troubled,Spacing Away,00:03:10,track
3412,Beggin',Kerry Pastine and The Crime Scene,Unknown,00:02:58,track
3413,Fever,Kerry Pastine and The Crime Scene,Unknown,00:03:05,track
3414,I Make My Own Luck,Kerry Pastine and The Crime Scene,Unknown,00:02:47,track
3415,Joy,Kerry Pastine and The Crime Scene,Unknown,00:03:47,track
3416,Summer Wine (feat. Jim Dalton),Kerry Pastine and The Crime Scene,Unknown,00:04:23,track
3417,Everybody Wants Some,Lew Phillips,Unknown,00:02:25,track
3418,Just Have Fun,Lew Phillips,Unknown,00:02:05,track
3419,El Fotógrafo Del Surf,Albert Ginés,Unknown,00:01:55,track
3420,Break My Heart,Cindi Lou & The Red Hot Royals,Unknown,00:03:28,track
3421,Hands Up,Cindi Lou & The Red Hot Royals,Unknown,00:04:23,track
3422,Hell Raiser,Cindi Lou & The Red Hot Royals,Unknown,00:03:59,track
3423,Thirteen Men,Cindi Lou & The Red Hot Royals,Unknown,00:03:20,track
3424,20 Flight Rock,The Radiacs,Going Strong,00:02:29,track
3425,Bright Lights,The Radiacs,Going Strong,00:05:06,track
3426,Cutting Edge,The Radiacs,Going Strong,00:02:34,track
3427,Going Strong,The Radiacs,Going Strong,00:02:21,track
3428,Howling,The Radiacs,Going Strong,00:02:46,track
3429,Indian Reservations,The Radiacs,Going Strong,00:04:03,track
3430,Rainman,The Radiacs,Going Strong,00:04:02,track
3431,Heart Attack,The Radiacs,Hell Raiser,00:02:11,track
3432,Jungle Rock,The Radiacs,Live and Rockin',00:02:19,track
3433,"One, Two, Three",The Radiacs,Hell Raiser,00:01:52,track
3434,Please Give Me Something,The Radiacs,Live and Rockin',00:02:58,track
3435,Radiac Drive,The Radiacs,Live and Rockin',00:03:20,track
3436,Radiac Wrath,The Radiacs,Live and Rockin',00:03:09,track
3437,Let Him Rest,The Radiacs,Live and Rockin',00:03:18,track
3438,Apache,The Head Henchmen,Unknown,00:02:55,track
3439,The Boots Are Made For Walking,The Head Henchmen,Unknown,00:02:56,track
3440,Wem Wam Wow,The Head Henchmen,Unknown,00:02:34,track
3441,'59,Brian Setzer,Rock And Roll,00:04:34,track
3442,Blue Cafe,Brian Setzer,Rock And Roll,00:03:52,track
3443,Dreamsville,Brian Setzer,Rock And Roll,00:04:23,track
3444,Get 'Em On The Ropes,Brian Setzer,Rock And Roll,00:03:17,track
3445,Pretty Girl,The Stamps,Unknown,00:02:20,track
3446,Frédéric et le Petit Monstre,Bombat Belus,Unknown,00:02:58,track
3447,Znowu słyszę...,Bombat Belus,Unknown,00:02:14,track
3448,Hello Darlin',Carter Sampson,Unknown,00:04:58,track
3449,Simple Pleasures,The Holy Gasp,Unknown,00:04:34,track
3450,Devil Gate Drive,Thee Scarecrows AKA,Unknown,00:02:48,track
3451,Impostor,Los Daytonas,Unknown,00:02:06,track
3452,Neahkahnie,Satan's Pilgrims,Unknown,00:03:30,track
3453,Forbidden Jungle,Reverend Horton Heat,20th Century Masters,00:02:17,track
3454,Now Right Now,Reverend Horton Heat,20th Century Masters,00:02:39,track
3455,That's Showbiz,Reverend Horton Heat,20th Century Masters,00:04:32,track
3456,"Aw, The Humanity",Reverend Horton Heat,Laughin' & Cryin' With The,00:04:40,track
3457,Death Metal Guys,Reverend Horton Heat,Laughin' & Cryin' With The,00:03:20,track
3458,Drinkin' And Smokin' Cigarettes,Reverend Horton Heat,Laughin' & Cryin' With The,00:04:05,track
3459,Oh By Jingo!,Reverend Horton Heat,Laughin' & Cryin' With The,00:02:08,track
3460,Please Don't Take The Baby To The Liquor Store,Reverend Horton Heat,Laughin' & Cryin' With The,00:02:53,track
3461,Rural Point Of View,Reverend Horton Heat,Laughin' & Cryin' With The,00:03:30,track
3462,There's A Little Bit Of Everything In Texas,Reverend Horton Heat,Laughin' & Cryin' With The,00:02:25,track
3463,Spacewalk,Reverend Horton Heat,Laughin' & Cryin' With The,00:02:46,track
3464,Chasing Rainbows,Reverend Horton Heat,Rev,00:04:07,track
3465,Hardscrabble Woman,Reverend Horton Heat,Rev,00:03:39,track
3466,Longest Gonest Man,Reverend Horton Heat,Rev,00:02:53,track
3467,My Hat,Reverend Horton Heat,Rev,00:02:14,track
3468,Never Gonna Stop It,Reverend Horton Heat,Rev,00:03:14,track
3469,Scenery Going By,Reverend Horton Heat,Rev,00:04:37,track
3470,Smell of Gasoline,Reverend Horton Heat,Rev,00:04:16,track
3471,Spooky Boots,Reverend Horton Heat,Rev,00:04:41,track
3472,Zombie Dumb,Reverend Horton Heat,Rev,00:03:52,track
3473,Bermuda Triangle Shorts,Man or Astro-Man,Destroy All Astromen!!,00:02:14,track
3474,Madness in the Streets,Man or Astro-Man,Destroy All Astromen!!,00:01:40,track
3475,Mystery Meat,Man or Astro-Man,Destroy All Astromen!!,00:02:39,track
3476,Of Sex and Demise,Man or Astro-Man,Destroy All Astromen!!,00:01:59,track
3477,Out of Limits,Man or Astro-Man,Destroy All Astromen!!,00:02:00,track
3478,Taco Wagon,Man or Astro-Man,Destroy All Astromen!!,00:02:02,track
3479,The Shadow Knows (Vinyl Bonus Track),Man or Astro-Man,Destroy All Astromen!!,00:02:20,track
3480,Devil's Gotten into My Baby,The Devotions,Unknown,00:02:45,track
3481,Baby Be Good (While I'm Gone),The Rayons,Unknown,00:02:36,track
3482,Burning Bridges,The Troubled,Spacing Away,00:01:34,track
3483,Cult Of Power,The Troubled,Spacing Away,00:02:18,track
3484,Darkness Coming,The Troubled,Spacing Away,00:02:10,track
3485,From Dusk Till Dawn,The Troubled,Spacing Away,00:02:31,track
3486,Dirty Kinky Nasty,The Troubled,Spacing Away,00:03:03,track
3487,We Arrived (To Get You High),The Troubled,Spacing Away,00:02:13,track
3488,More Than Words,Michael Dease,Reaching Out,00:04:16,track
3489,On a Slow Boat to China,Slowey & The Boats ft. Shannon McGill,Unknown,00:02:32,track
3490,Taco Truck,Satan's Pilgrims,Unknown,00:02:48,track
3491,Cold Call,Gutter Demons,Unknown,00:02:46,track
3492,The Nobu Incident,The Mystery Men?,Unknown,00:02:40,track
3493,Spiral Arms,The Mystery Men?,Unknown,00:02:44,track
3494,Bread 'n Butter,Ukulena,Unknown,00:02:18,track
3495,Can't Make Up My Mind,Ukulena,Unknown,00:04:42,track
3496,Cherry Love (Letty),Ukulena,Unknown,00:03:37,track
3497,Fool Me,Ukulena,Unknown,00:02:57,track
3498,Goodnight Paradise,Ukulena,Unknown,00:04:47,track
3499,Hawaiian Flowers,Ukulena,Unknown,00:04:13,track
3500,Honeybaby,Ukulena,Unknown,00:02:31,track
3501,My Heart Is Crying,Ukulena,Unknown,00:03:57,track
3502,It's Your Voodoo Working,Ukulena,Unknown,00:03:35,track
3503,Poor Little Girl,Ukulena,Unknown,00:03:16,track
3504,"Sway, Sway, Sway, Ukulena",Ukulena,Unknown,00:03:04,track
3505,The Full Moon Stays,Ukulena,Unknown,00:03:26,track
3506,Complicated Man,Complicated Man,Unknown,00:04:20,track
3507,Tuna Twister,Humanga Danga,Unknown,00:02:37,track
3508,Hold Still,Mary-Elaine Jenkins,Unknown,00:04:58,track
3509,Ain't Misbehavin',Robyn Adele Anderson,Unknown,00:03:57,track
3510,Walk Alone,Sharlet Crooks,Unknown,00:03:58,track
3511,Ces mots simples,Vanessa Paradis,Unknown,00:02:51,track
3512,Money Money Money,Craic 'n' Roll,Unknown,00:03:09,track
3513,Feel It,Mr. Hypno & His Lo-Fi,Unknown,00:02:21,track
3514,Soul for Sale,Mary-Elaine Jenkins,Unknown,00:03:16,track
3515,The Sidewalk Song,Ken Pomeroy,Unknown,00:02:42,track
3516,Big Wheel,Whiskey Daredevils,Unknown,00:04:07,track
3517,Nothing Thrills Me Like It Used To,Cats and Dinosaurs,Unknown,00:02:19,track
3518,Who Wants To Know?,Jimmy Ray,Unknown,00:03:51,track
3519,Anytime,Johnny Casino,Unknown,00:03:58,track
3520,The Cheating Game,Lew Phillips,Unknown,00:02:41,track
3521,Aerials,Robyn Adele Anderson,Unknown,00:03:43,track
3522,Slingshot,Surf Zombies,Unknown,00:02:12,track
3523,"Zombie Stroll, Rock & Roll",Ukulena,Unknown,00:03:22,track
3524,Love Is The Deadliest Poison,Ukulena and Her Smitten Kittens,Unknown,00:03:04,track
3525,Mad Monster Party,Ukulena and Her Smitten Kittens,Unknown,00:03:43,track
3526,Never Was A Love Like Mine,Ukulena and Her Smitten Kittens,Unknown,00:02:58,track
3527,Witch Hunter,Ukulena and Her Smitten Kittens,Unknown,00:03:41,track
3528,Needles In The Camel's Eye,Brian Eno,Eno Box II Vocals,00:03:10,track
3529,Cavaliers,Cockney Rebel,The Psychomodo,00:08:34,track
3530,Ship Of Fools,John Cale,Fear,00:04:38,track
3531,Babylon,The New York Dolls,Too Much Too Soon,00:03:33,track
3532,Bittersweet,Roxy Music,Country Life,00:04:50,track
3533,Sunshine Of Your Love,Cream,Unknown,00:04:10,track
3534,The Saturday Kids,Mott The Hoople,Unknown,00:06:01,track
3535,Satisfaction,The Rolling Stones,Unknown,00:03:42,track
3536,Have Mercy,David Robert King and Crys Matthews,Unknown,00:03:15,track
3537,Faith,Gutter Demons,Unknown,00:02:47,track
3538,Let Me Know,Kai Danzberg,Unknown,00:03:55,track
3539,Deprived,Ken Pomeroy,Unknown,00:02:42,track
3540,Leather Face,Kryptonix,Unknown,00:03:53,track
3541,Oh! My Soul,Screamin' Rebel Angels,Unknown,00:02:08,track
3542,Helena,Robyn Adele Anderson,Unknown,00:03:24,track
3543,Girl or Gator?,Shoobies,Unknown,00:02:51,track
3544,Ghostrider,Gutter Demons,Unknown,00:02:53,track
3545,Rock And Roll Dreams Come Through,Jim Steinman,Bad For Good,00:06:26,track
3546,The Storm,Jim Steinman,Bad For Good,00:04:32,track
3547,As Tears Go By,Marianne Faithfull,Negative Capability [Deluxe Version],00:03:52,track
3548,Don't Go,Marianne Faithfull,Negative Capability [Deluxe Version],00:04:20,track
3549,Born to Live,Marianne Faithfull,Negative Capability [Deluxe Version],00:03:39,track
3550,In My Own Particular Way,Marianne Faithfull,Negative Capability [Deluxe Version],00:04:21,track
3551,Loneliest Person,Marianne Faithfull,Negative Capability [Deluxe Version],00:02:53,track
3552,"It's All Over Now, Baby Blue (Re-Recorded)",Marianne Faithfull,Negative Capability [Deluxe Version],00:05:00,track
3553,Misunderstanding,Marianne Faithfull,Negative Capability [Deluxe Version],00:04:04,track
3554,No Moon in Paris,Marianne Faithfull,Negative Capability [Deluxe Version],00:04:54,track
3555,The Gypsy Faerie Queen (Feat. Nick Cave),Marianne Faithfull,Negative Capability [Deluxe Version],00:03:40,track
3556,They Come at Night,Marianne Faithfull,Negative Capability [Deluxe Version],00:03:41,track
3557,Witches Song,Marianne Faithfull,Negative Capability [Deluxe Version],00:04:57,track
3558,Spiders in Her Hair,King Dude,Born in Blood,00:03:19,track
3559,Clandestino,Mano Negra,Unknown,00:02:28,track
3560,Blue Sunday,The Doors,Unknown,00:02:11,track
3561,Winchester Cathedral,New Vaudeville Band,Unknown,00:02:31,track
3562,Bip Bop,Paul McCartney And Wings,Wild Life,00:04:10,track
3563,Old Fashioned Love,"Jay McShann, Ralph Sutton, Red Callender",Stride Piano Summit-A Celebration of Harlem Stride & Classic Piano Jazz,00:04:34,track
3564,I Drove All Night,Cindy Lauper,Unknown,00:04:07,track
3565,Time After Time,Cindy Lauper,Unknown,00:04:00,track
3566,True Colors,Cindy Lauper,Unknown,00:03:48,track
3567,Without You,Harry Nilsson,Nilsson Schmilsson,00:03:23,track
3568,Coconut,Harry Nilsson,Nilsson Schmilsson,00:03:50,track
3569,Many Rivers to Cross,Harry Nilsson and John Lennon,Pussy Cats,00:05:00,track
3570,Rock Around the Clock,Harry Nilsson and John Lennon,Pussy Cats,00:03:14,track
3571,Save the Last Dance for Me [*],Harry Nilsson and John Lennon,Pussy Cats,00:04:27,track
3572,I've Got My Mind Set On You,James Ray,Unknown,00:01:50,track
3573,The Screemin' Meemies from Planet X,Merv Griffin,album,00:02:58,track
3574,"Just Look, Don't Touch",Mumps,Fatal Charm,00:02:08,track
3575,Tired,Pearl Bailey,CC #1213 - Pearl Bailey (1944-1947),00:03:20,track
3576,Cry Baby,The Miamis,We Deliver: The Lost Band Of The CBGB Era (1974-1979),00:03:02,track
3577,Just Too Many People,The Miamis,We Deliver: The Lost Band Of The CBGB Era (1974-1979),00:03:12,track
3578,La Bamba,The Andrew Oldham Orchestra,Rarities,00:02:27,track
3579,Needles and Pins,The Andrew Oldham Orchestra,Unknown,00:02:22,track
3580,The Last Time,The Andrew Oldham Orchestra,Unknown,00:03:48,track
3581,Theme for a Rolling Stone,The Andrew Oldham Orchestra,Unknown,00:03:13,track
3582,Blue Turns to Grey,The Andrew Oldham Orchestra,Beatles vs. Stones,00:02:55,track
3583,Congratulations,The Andrew Oldham Orchestra,The Rolling Stones Songbook,00:03:02,track
3584,Each And Every Day Of The Year,The Andrew Oldham Orchestra,Unknown,00:02:51,track
3585,Play With Fire,The Andrew Oldham Orchestra,The Rolling Stones Songbook,00:02:23,track
3586,Tell Me,The Andrew Oldham Orchestra,The Rolling Stones Songbook,00:04:02,track
3587,Theme For A Mod's Summernight Dream,The Andrew Oldham Orchestra,Grumpy_100514,00:02:28,track
3588,Time Is On My Side,The Andrew Oldham Orchestra,The Rolling Stones Songbook,00:03:18,track
3589,3:10 To Yuma,Richie Havens,My Own Way,00:03:20,track
3590,900 Miles From Home,Richie Havens,My Own Way,00:03:46,track
3591,Daddy Roll 'em,Richie Havens,My Own Way,00:02:42,track
3592,Drown In My Own Tears,Richie Havens,My Own Way,00:04:21,track
3593,Oxford Town,Richie Havens,My Own Way,00:03:21,track
3594,Hard Headed Woman,Cat Stevens,Tea For The Tillerman,00:03:47,track
3595,How Can I Tell You,Cat Stevens,Teaser And The Firecat,00:04:25,track
3596,Morning Has Broken,Cat Stevens,Teaser And The Firecat,00:03:22,track
3597,The Hurt,Cat Stevens,The Best Of,00:04:19,track
3598,Where Do The Children Play,Cat Stevens,Tea For The Tillerman,00:03:52,track
3599,A House In New Orleans,Chet Atkins,Our Man In Nashville,00:02:16,track
3600,Alexander's Ragtime Band,Chet Atkins,Our Man In Nashville,00:02:11,track
3601,Always On Saturday,Chet Atkins,Our Man In Nashville,00:02:13,track
3602,Drown In My Own Tears,Chet Atkins,Our Man In Nashville,00:02:16,track
3603,Goodnight Irene,Chet Atkins,Our Man In Nashville,00:02:43,track
3604,Spanish Harlem,Chet Atkins,Our Man In Nashville,00:02:52,track
3605,The Old Double Shuffle,Chet Atkins,Our Man In Nashville,00:02:59,track
3606,Sweet Jane,Cowboy Junkies,The Trinity Session,00:03:35,track
3607,When a man loves a woman,Demis Roussos,Granita apo 60s CD3,00:02:39,track
3608,When a Woman Loves a Man,Dinah Washington,"The Complete Dinah Washington on Mercury, Vol 1: 1946-49",00:02:58,track
3609,Brothers In Arms,Dire Straits,Brothers In Arms,00:06:58,track
3610,Romeo And Juliet,Dire Straits,Making Movies,00:06:01,track
3611,So Far Away,Dire Straits,Brothers In Arms,00:05:12,track
3612,Sultans Of Swing,Dire Straits,Dire Straits,00:05:36,track
3613,Tunnel Of Love,Dire Straits,Making Movies,00:08:10,track
3614,Since I Don't Have You,Don McLean,Unknown,00:02:36,track
3615,Your Latest Trick,Dire Straits,Brothers In Arms,00:06:33,track
3616,When a woman loves a man,Ella Fitzgerald,[1964] Ella Fitzgerald sings the Johnny Mercer songbook with the Nelson Riddle orchestra,00:03:51,track
3617,Drown In My Own Tears,Eva Cassidy,Live at Pearl's (Sept. 19th 1994),00:03:19,track
3618,I'll Drown In My Own Tears,Etta James,Red Hot & Live,00:04:24,track
3619,Drown In My Own Tears,Floyd Cramer,The Essential Floyd Cramer,00:02:30,track
3620,Monday Monday,Floyd Cramer,Class Of '66,00:02:20,track
3621,I'll Drown In My Own Tears,Janis Joplin,Early Performances,00:01:41,track
3622,Drown In My Own Tears,Jeff Beck,Jools Holland & his Rhythm & Blues Orchestra,00:03:17,track
3623,Since I Don't Have You,Manfred Mann,Basic: Original Hits,00:02:34,track
3624,Since I Don't Have You,Patti Labelle,Unknown,00:05:42,track
3625,Since I Don't Have You,Ricky Nelson,Ricky Nelson,00:02:36,track
3626,Drown In My Own Tears,Solomon Burke,We're Almost Home,00:05:47,track
3627,Arctic Ocean,Space Psycho Tropic Plank-Tone,Unknown,00:02:40,track
3628,Cosmoscares,Space Psycho Tropic Plank-Tone,Unknown,00:01:53,track
3629,Galaxies Twins,Space Psycho Tropic Plank-Tone,Unknown,00:02:38,track
3630,Galaxy 174,Space Psycho Tropic Plank-Tone,Unknown,00:04:05,track
3631,It Came From Space,Space Psycho Tropic Plank-Tone,Unknown,00:02:54,track
3632,Meteor Shower,Space Psycho Tropic Plank-Tone,Unknown,00:03:22,track
